26-03-01 10:26:53.257 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [net.engineeringdigest.journalApp.repository.UserRepositoryImplTests], using SpringBootContextLoader 
26-03-01 10:26:57.329 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "4.6.1"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Microsoft/17.0.16+8-LTS"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='adityamalhotra911_db_user', source='admin', password=<hidden>, mechanismProperties=<hidden>}, streamFactoryFactory=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.Jep395RecordCodecProvider@7d42542]}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.wt1vqbf.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-d6ffx4-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='30000 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, sendBufferSize=0}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, sendBufferSize=0}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='null', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, contextProvider=null} 
26-03-01 10:26:57.651 [cluster-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-srv-cluster0.wt1vqbf.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017 to client view of cluster 
26-03-01 10:26:57.749 [cluster-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-srv-cluster0.wt1vqbf.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017 to client view of cluster 
26-03-01 10:26:57.752 [cluster-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-srv-cluster0.wt1vqbf.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017 to client view of cluster 
26-03-01 10:26:58.280 [main] INFO  org.mongodb.driver.cluster - No server chosen by com.mongodb.client.internal.MongoClientDelegate$1@46a123e4 from cluster description ClusterDescription{type=REPLICA_SET, connectionMode=MULTIPLE, serverDescriptions=[ServerDescription{address=ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, ServerDescription{address=ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}]}. Waiting for 30000 ms before timing out 
26-03-01 10:26:59.317 [cluster-rtt-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:296111}] to ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017 
26-03-01 10:26:59.317 [cluster-rtt-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:5, serverValue:255796}] to ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017 
26-03-01 10:26:59.317 [cluster-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:6, serverValue:296111}] to ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017 
26-03-01 10:26:59.317 [cluster-rtt-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:250110}] to ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017 
26-03-01 10:26:59.317 [cluster-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:3, serverValue:250109}] to ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017 
26-03-01 10:26:59.317 [cluster-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:4, serverValue:255796}] to ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017 
26-03-01 10:26:59.318 [cluster-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=657571700, setName='atlas-d6ffx4-shard-0', canonicalAddress=ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017, hosts=[ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017, ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017, ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017], passives=[], arbiters=[], primary='ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000126, setVersion=28, topologyVersion=TopologyVersion{processId=699dc73242825af7e19aff05, counter=6}, lastWriteDate=Sun Mar 01 10:26:58 IST 2026, lastUpdateTimeNanos=84251778123700} 
26-03-01 10:26:59.318 [cluster-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=660498700, setName='atlas-d6ffx4-shard-0', canonicalAddress=ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017, hosts=[ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017, ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017, ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017], passives=[], arbiters=[], primary='ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=28, topologyVersion=TopologyVersion{processId=699dc98a0f1c1d5f6b98f95c, counter=3}, lastWriteDate=Sun Mar 01 10:26:58 IST 2026, lastUpdateTimeNanos=84251781085200} 
26-03-01 10:26:59.318 [cluster-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=657527600, setName='atlas-d6ffx4-shard-0', canonicalAddress=ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017, hosts=[ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017, ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017, ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017], passives=[], arbiters=[], primary='ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=28, topologyVersion=TopologyVersion{processId=699dc49c8b137b3314836215, counter=4}, lastWriteDate=Sun Mar 01 10:26:58 IST 2026, lastUpdateTimeNanos=84251778123600} 
26-03-01 10:26:59.331 [cluster-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max election id to 7fffffff0000000000000126 from replica set primary ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017 
26-03-01 10:26:59.332 [cluster-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max set version to 28 from replica set primary ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017 
26-03-01 10:26:59.332 [cluster-ClusterId{value='69a3c7190ab9c32bfab74bec', description='null'}-ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017 
26-03-01 10:26:59.834 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:295905}] to ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017 
