26-03-05 18:43:33.712 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [net.engineeringdigest.journalApp.Service.RedisTests], using SpringBootContextLoader 
26-03-05 18:43:40.894 [cluster-rtt-ClusterId{value='69a9818352efba57a171584c', description='null'}-ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:543143}] to ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017 
26-03-05 18:43:40.894 [cluster-rtt-ClusterId{value='69a9818352efba57a171584c', description='null'}-ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:652065}] to ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017 
26-03-05 18:43:40.895 [cluster-ClusterId{value='69a9818352efba57a171584c', description='null'}-ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017, type=REPLICA_SET_PRIMARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=573788899, setName='atlas-d6ffx4-shard-0', canonicalAddress=ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017, hosts=[ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017, ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017, ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017], passives=[], arbiters=[], primary='ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff0000000000000126, setVersion=28, topologyVersion=TopologyVersion{processId=699dc73242825af7e19aff05, counter=6}, lastWriteDate=Thu Mar 05 18:43:41 IST 2026, lastUpdateTimeNanos=2078739653600} 
26-03-05 18:43:40.895 [cluster-ClusterId{value='69a9818352efba57a171584c', description='null'}-ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=585985201, setName='atlas-d6ffx4-shard-0', canonicalAddress=ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017, hosts=[ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017, ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017, ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017], passives=[], arbiters=[], primary='ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=28, topologyVersion=TopologyVersion{processId=699dc49c8b137b3314836215, counter=4}, lastWriteDate=Thu Mar 05 18:43:41 IST 2026, lastUpdateTimeNanos=2078739653600} 
26-03-05 18:43:40.895 [cluster-ClusterId{value='69a9818352efba57a171584c', description='null'}-ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017, type=REPLICA_SET_SECONDARY, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=579952399, setName='atlas-d6ffx4-shard-0', canonicalAddress=ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017, hosts=[ac-iz6ygly-shard-00-02.wt1vqbf.mongodb.net:27017, ac-iz6ygly-shard-00-00.wt1vqbf.mongodb.net:27017, ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017], passives=[], arbiters=[], primary='ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=28, topologyVersion=TopologyVersion{processId=699dc98a0f1c1d5f6b98f95c, counter=3}, lastWriteDate=Thu Mar 05 18:43:41 IST 2026, lastUpdateTimeNanos=2078739653600} 
26-03-05 18:43:40.912 [cluster-ClusterId{value='69a9818352efba57a171584c', description='null'}-ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max election id to 7fffffff0000000000000126 from replica set primary ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017 
26-03-05 18:43:40.913 [cluster-ClusterId{value='69a9818352efba57a171584c', description='null'}-ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Setting max set version to 28 from replica set primary ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017 
26-03-05 18:43:40.913 [cluster-ClusterId{value='69a9818352efba57a171584c', description='null'}-ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017 
26-03-05 18:43:41.396 [main] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:7, serverValue:651915}] to ac-iz6ygly-shard-00-01.wt1vqbf.mongodb.net:27017 
26-03-05 18:43:42.646 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@55e91e61, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@166e5a6d, org.springframework.security.web.context.SecurityContextPersistenceFilter@46c662f2, org.springframework.security.web.header.HeaderWriterFilter@15186ce0, org.springframework.security.web.authentication.logout.LogoutFilter@3b362f1, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@6caeba36, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@30798137, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1752e45c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1d55dd21, org.springframework.security.web.session.SessionManagementFilter@45297e7, org.springframework.security.web.access.ExceptionTranslationFilter@4e6cbdf1, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@74764622] 
26-03-05 18:43:45.074 [main] INFO  n.e.journalApp.Service.RedisTests - Started RedisTests in 10.359 seconds (JVM running for 13.48) 
